lap_id,driver_id,team,speed,sector_1,sector_2,sector_3,season,round
454,1,RedBull,300.32,25.23,30.75,28.69,2022,22
455,12,RedBull,341.72,32.78,38.51,26.62,2022,16
456,4,Ferrari,281.83,37.23,33.26,23.55,2024,13
457,13,RedBull,298.87,28.8,44.17,28.7,2022,1
458,18,Alpine,328.51,30.49,30.47,27.54,2025,24
459,16,AlphaTauri,317.69,35.96,39.59,31.13,2023,3
460,19,Ferrari,317.63,36.02,43.82,22.64,2025,16
461,14,Ferrari,329.2,25.67,40.0,33.18,2024,14
462,16,AlphaTauri,329.39,39.45,34.22,25.04,2023,17
463,17,Ferrari,284.88,28.95,32.24,32.34,2025,15
464,8,McLaren,311.42,29.41,38.45,30.04,2025,17
465,1,RedBull,341.06,39.79,39.0,26.01,2023,5
466,10,AstonMartin,319.59,32.71,44.29,27.68,2023,18
467,11,Williams,303.41,39.85,43.96,28.71,2025,17
468,18,Alpine,329.43,34.85,36.09,21.55,2022,1
469,3,Mercedes,326.74,27.58,44.48,32.45,2023,5
470,14,Ferrari,311.73,37.5,39.08,22.56,2023,10
471,9,Mercedes,326.96,32.72,40.16,28.07,2023,20
472,1,RedBull,323.29,33.74,34.65,26.49,2022,18
473,16,AlphaTauri,294.36,37.67,44.16,23.72,2024,22
474,17,Ferrari,294.35,32.33,40.23,29.41,2022,13
475,14,Ferrari,306.21,34.04,39.97,32.22,2024,21
476,9,Mercedes,339.61,29.67,42.61,29.13,2025,8
477,17,Ferrari,289.4,29.2,38.65,26.58,2024,22
478,13,RedBull,335.44,25.15,37.09,27.76,2023,7
479,13,RedBull,305.36,35.9,42.85,25.17,2024,9
480,1,RedBull,314.51,37.79,39.91,33.05,2025,12
481,18,Alpine,298.35,33.0,44.97,27.0,2024,22
482,2,Alpine,334.02,28.28,42.09,32.88,2025,17
483,1,RedBull,280.14,31.85,42.04,22.74,2023,11
484,1,RedBull,330.65,37.45,43.18,34.03,2024,6
485,13,RedBull,308.0,36.88,39.28,26.0,2022,4
486,9,Mercedes,296.56,35.63,38.4,27.71,2023,6
487,20,Mercedes,339.18,33.24,31.88,26.99,2025,6
488,9,Mercedes,286.7,31.83,44.27,27.29,2023,5
489,7,AstonMartin,331.69,30.52,42.81,29.74,2022,13
490,10,AstonMartin,344.77,35.19,30.28,22.82,2022,16
491,5,Ferrari,305.59,37.07,44.61,26.48,2023,20
492,7,AstonMartin,326.98,38.88,32.4,20.51,2025,24
493,15,RedBull,309.3,25.35,31.07,34.29,2024,21
494,13,RedBull,285.59,27.93,38.93,20.1,2024,6
495,7,AstonMartin,321.22,31.96,36.1,25.14,2025,1
496,19,Ferrari,296.14,34.27,33.71,23.07,2023,4
497,19,Ferrari,337.98,38.88,40.31,20.62,2022,22
498,1,RedBull,344.07,37.6,35.26,29.5,2022,5
499,10,AstonMartin,315.9,38.82,39.73,22.11,2025,19
500,15,RedBull,322.95,30.52,37.22,22.8,2024,23
501,2,Alpine,333.49,35.78,30.87,24.67,2022,16
502,8,McLaren,336.21,28.43,41.71,26.86,2024,18
503,3,Mercedes,285.99,39.35,32.63,34.75,2023,19
504,12,RedBull,322.83,38.9,41.98,20.15,2025,15
505,6,Ferrari,286.14,32.41,44.77,20.06,2022,17
506,18,Alpine,308.64,31.33,31.57,26.34,2022,20
507,17,Ferrari,319.89,33.31,31.27,31.39,2024,18
508,9,Mercedes,309.71,25.1,37.83,25.99,2025,14
509,8,McLaren,331.31,28.54,42.38,33.35,2025,6
510,2,Alpine,290.84,34.86,42.82,24.82,2025,7
511,4,Ferrari,306.05,37.32,36.3,29.37,2024,3
512,7,AstonMartin,283.83,31.58,35.64,33.41,2024,10
513,4,Ferrari,286.5,26.06,42.68,20.84,2022,1
514,7,AstonMartin,300.02,31.74,43.52,24.22,2025,9
515,1,RedBull,289.89,38.87,32.02,32.38,2025,22
516,3,Mercedes,289.04,29.44,37.01,25.82,2025,16
517,20,Mercedes,344.38,37.67,42.67,26.87,2022,16
518,8,McLaren,339.41,34.34,43.91,29.92,2022,17
519,5,Ferrari,297.05,37.56,44.77,22.42,2025,5
520,17,Ferrari,313.73,35.05,38.2,21.49,2022,6
521,17,Ferrari,334.77,34.19,44.56,30.83,2023,8
522,4,Ferrari,303.15,25.63,42.05,28.3,2025,5
523,4,Ferrari,294.0,30.05,39.38,33.22,2025,20
524,13,RedBull,300.17,32.38,38.65,21.63,2023,14
525,10,AstonMartin,328.8,35.11,41.46,23.34,2024,20
526,14,Ferrari,288.06,27.53,42.22,28.02,2023,4
527,12,RedBull,335.24,34.66,32.4,31.36,2025,6
528,9,Mercedes,284.8,34.96,43.59,21.6,2023,18
529,9,Mercedes,335.83,30.7,41.36,28.06,2024,9
530,2,Alpine,297.75,29.9,37.59,23.17,2024,19
531,2,Alpine,340.15,38.82,44.7,20.03,2022,23
532,16,AlphaTauri,312.83,35.66,36.19,21.19,2022,1
533,1,RedBull,329.42,27.08,40.21,29.07,2023,6
534,8,McLaren,339.36,36.66,32.87,31.81,2022,23
535,15,RedBull,310.46,25.27,38.16,23.82,2024,22
536,17,Ferrari,338.34,34.82,34.24,23.33,2025,4
537,9,Mercedes,284.8,33.7,32.29,26.29,2025,20
538,5,Ferrari,335.13,39.22,37.38,32.4,2025,7
539,15,RedBull,338.53,35.04,36.89,31.89,2025,4
540,14,Ferrari,334.23,35.19,42.51,25.39,2023,1
541,1,RedBull,331.33,32.32,42.78,33.08,2024,1
542,18,Alpine,339.21,31.98,37.15,23.8,2024,1
543,1,RedBull,304.87,28.92,31.76,33.78,2022,11
544,16,AlphaTauri,318.86,38.7,39.8,26.45,2024,11
545,19,Ferrari,299.81,26.21,44.61,31.37,2025,9
546,6,Ferrari,288.44,34.04,42.83,28.4,2023,14
547,9,Mercedes,319.3,34.7,42.62,26.6,2022,23
548,8,McLaren,326.15,28.61,30.4,25.84,2024,14
549,11,Williams,310.49,26.85,39.6,27.96,2024,17
550,3,Mercedes,294.67,35.93,38.2,28.83,2025,20
551,7,AstonMartin,302.95,27.11,39.26,32.13,2024,1
552,12,RedBull,289.61,28.07,38.16,27.78,2022,15
553,10,AstonMartin,321.11,33.86,35.92,27.55,2025,17
554,17,Ferrari,286.14,26.15,37.98,25.52,2023,8
555,7,AstonMartin,325.42,38.65,43.99,21.52,2023,16
556,13,RedBull,319.19,25.11,41.81,27.6,2022,19
557,6,Ferrari,310.93,27.97,34.98,31.72,2024,6
558,2,Alpine,282.87,37.59,38.3,30.21,2022,10
559,2,Alpine,287.34,32.39,39.16,21.68,2023,1
560,13,RedBull,326.44,39.98,44.13,31.21,2023,18
561,12,RedBull,331.53,39.5,31.28,24.98,2022,8
562,12,RedBull,307.91,37.94,32.55,25.01,2024,2
563,4,Ferrari,326.66,27.7,31.62,30.71,2025,6
564,13,RedBull,288.93,35.57,43.3,30.76,2022,2
565,12,RedBull,332.59,34.89,30.83,21.77,2025,15
566,2,Alpine,327.89,31.86,32.73,23.64,2023,17
567,15,RedBull,293.61,28.72,35.98,21.43,2022,24
568,9,Mercedes,341.25,32.38,30.43,33.92,2022,13
569,16,AlphaTauri,282.4,39.68,34.51,24.19,2023,17
570,6,Ferrari,299.27,33.42,39.93,20.14,2023,7
571,15,RedBull,301.59,34.42,38.45,28.37,2022,18
572,18,Alpine,331.63,31.35,36.18,31.69,2023,16
573,12,RedBull,335.38,27.98,32.96,30.64,2022,22
574,18,Alpine,299.72,35.32,33.04,26.88,2024,10
575,10,AstonMartin,318.37,26.47,35.82,22.5,2023,19
576,2,Alpine,295.49,37.37,40.38,31.37,2025,21
577,13,RedBull,335.75,33.21,38.73,28.4,2025,18
578,1,RedBull,320.05,39.33,44.19,21.37,2024,23
579,15,RedBull,314.72,31.38,38.16,27.15,2024,15
580,3,Mercedes,289.89,39.54,43.58,33.96,2022,11
581,4,Ferrari,305.39,28.21,30.22,24.68,2024,3
582,18,Alpine,330.49,39.34,32.63,33.16,2022,8
583,10,AstonMartin,284.16,28.58,44.75,23.23,2025,11
584,11,Williams,293.74,25.47,44.97,25.69,2025,23
585,9,Mercedes,335.99,33.11,42.99,34.16,2025,3
586,3,Mercedes,327.58,26.88,32.92,30.09,2024,24
587,14,Ferrari,306.47,31.68,38.9,22.05,2022,5
588,7,AstonMartin,318.14,30.94,33.52,30.94,2022,22
589,16,AlphaTauri,294.84,26.31,42.27,24.81,2023,10
590,16,AlphaTauri,311.93,38.63,34.51,23.51,2024,3
591,16,AlphaTauri,300.92,34.71,32.5,24.61,2025,23
592,9,Mercedes,324.17,31.82,32.83,29.56,2022,15
593,5,Ferrari,332.06,27.57,44.46,24.97,2022,12
594,10,AstonMartin,332.29,38.62,35.26,23.09,2022,24
595,11,Williams,310.36,34.77,44.46,26.47,2023,8
596,10,AstonMartin,340.62,29.54,35.14,20.85,2022,9
597,1,RedBull,295.33,25.02,36.1,27.4,2025,12
598,3,Mercedes,333.01,29.38,39.42,33.55,2025,17
599,12,RedBull,311.13,29.96,33.22,22.58,2022,13
600,7,AstonMartin,298.93,38.02,33.51,31.46,2024,12
601,14,Ferrari,304.17,32.31,33.1,24.94,2022,20
602,13,RedBull,326.82,28.13,32.62,25.76,2024,6
603,9,Mercedes,306.43,36.05,41.93,22.73,2022,19
604,12,RedBull,324.57,33.27,40.61,29.1,2022,12
605,17,Ferrari,284.33,37.4,42.4,31.15,2025,9
606,6,Ferrari,311.7,28.9,37.0,26.85,2024,12
607,6,Ferrari,297.59,32.16,37.95,29.78,2023,20
608,11,Williams,293.92,37.51,33.0,23.39,2024,15
609,13,RedBull,322.49,25.48,30.62,33.54,2025,6
610,4,Ferrari,327.38,32.05,40.29,20.03,2023,6
611,17,Ferrari,297.67,33.5,40.59,32.99,2022,14
612,7,AstonMartin,318.72,38.72,35.74,24.73,2023,23
613,2,Alpine,313.1,33.17,34.32,31.31,2024,22
614,16,AlphaTauri,329.16,32.15,35.05,29.15,2022,7
615,16,AlphaTauri,290.34,25.41,35.79,26.57,2023,7
616,14,Ferrari,294.32,26.76,30.59,31.73,2025,15
617,3,Mercedes,342.81,26.86,34.44,29.16,2023,3
618,3,Mercedes,304.98,36.96,36.91,30.69,2022,12
619,7,AstonMartin,317.28,34.48,33.31,24.18,2022,23
620,3,Mercedes,340.75,33.29,42.09,33.46,2023,3
621,5,Ferrari,318.18,30.05,36.75,23.76,2025,14
622,17,Ferrari,299.03,31.39,30.72,21.05,2025,3
623,3,Mercedes,320.8,26.3,37.78,22.61,2022,24
624,11,Williams,341.92,39.16,36.29,26.41,2022,17
625,6,Ferrari,285.02,37.48,36.19,21.07,2022,15
626,2,Alpine,344.66,37.07,34.51,32.38,2022,3
627,18,Alpine,285.75,38.3,31.14,26.11,2023,17
628,16,AlphaTauri,291.48,30.64,40.66,32.92,2025,14
629,10,AstonMartin,296.61,32.5,30.67,32.26,2022,23
630,16,AlphaTauri,327.53,32.39,43.07,26.2,2023,3
631,18,Alpine,312.87,28.27,42.25,20.97,2023,1
632,10,AstonMartin,342.17,35.36,42.99,28.47,2023,4
633,10,AstonMartin,332.03,28.24,43.73,20.23,2022,24
634,15,RedBull,288.2,33.04,36.64,25.99,2025,19
635,11,Williams,344.91,37.24,40.76,28.92,2023,20
636,19,Ferrari,344.13,35.41,35.7,21.47,2025,13
637,8,McLaren,299.69,36.46,41.97,23.75,2022,9
638,4,Ferrari,294.38,31.37,38.32,29.44,2022,2
639,17,Ferrari,309.41,25.85,39.61,23.76,2025,24
640,11,Williams,326.5,37.1,38.27,23.59,2022,19
641,10,AstonMartin,306.52,34.96,34.45,23.47,2025,6
642,2,Alpine,281.67,36.88,42.34,23.42,2022,3
643,15,RedBull,331.84,29.8,36.61,25.88,2025,15
644,5,Ferrari,326.18,38.95,35.13,30.25,2025,17
645,17,Ferrari,290.74,39.84,36.19,29.28,2023,16
646,14,Ferrari,338.88,25.19,37.66,32.01,2023,12
647,5,Ferrari,325.88,37.57,34.83,26.19,2025,10
648,20,Mercedes,338.16,33.36,38.44,26.82,2022,1
649,4,Ferrari,342.65,35.6,38.0,29.8,2023,7
650,10,AstonMartin,291.19,34.44,44.54,28.48,2025,6
651,4,Ferrari,325.9,29.17,39.63,28.56,2025,2
652,7,AstonMartin,322.17,32.41,38.82,31.97,2024,21
653,1,RedBull,309.26,35.42,43.16,33.9,2024,12
654,6,Ferrari,305.18,27.13,35.91,31.26,2024,20
655,13,RedBull,319.92,28.08,43.41,27.74,2025,15
656,1,RedBull,306.96,38.31,39.1,31.13,2025,16
657,7,AstonMartin,323.67,27.69,38.47,29.88,2025,1
658,12,RedBull,338.03,35.29,43.36,34.76,2024,23
659,12,RedBull,319.64,37.2,39.32,29.99,2024,21
660,3,Mercedes,330.42,37.7,35.93,34.54,2022,8
661,20,Mercedes,282.34,34.83,30.43,23.57,2024,24
662,17,Ferrari,309.3,25.5,36.96,24.59,2022,8
663,8,McLaren,328.76,35.83,41.82,22.95,2022,14
664,2,Alpine,315.23,28.24,37.34,23.37,2025,23
665,12,RedBull,320.82,30.74,36.79,25.95,2023,9
666,9,Mercedes,315.63,29.8,31.6,23.58,2025,5
667,18,Alpine,335.11,36.99,37.56,20.21,2022,13
668,1,RedBull,336.92,27.81,32.58,28.18,2022,9
669,15,RedBull,307.07,30.76,35.72,21.56,2024,22
670,19,Ferrari,323.82,38.96,37.19,32.88,2024,3
671,20,Mercedes,341.74,31.25,33.87,24.08,2024,7
672,12,RedBull,309.53,37.42,43.83,20.49,2023,24
673,4,Ferrari,337.67,38.02,31.25,23.92,2022,8
674,9,Mercedes,313.12,31.75,33.47,20.43,2023,2
675,15,RedBull,324.06,35.1,36.17,20.4,2024,9
676,19,Ferrari,337.64,35.21,32.39,32.08,2023,11
677,16,AlphaTauri,327.17,31.87,31.79,30.26,2023,24
678,6,Ferrari,287.47,29.86,34.04,24.06,2024,3
679,15,RedBull,314.57,25.47,31.34,30.34,2024,18
680,3,Mercedes,319.0,32.74,30.34,26.0,2025,3
681,14,Ferrari,323.48,37.58,33.06,24.36,2024,22
682,16,AlphaTauri,313.05,27.19,41.68,31.16,2023,9
683,16,AlphaTauri,317.31,26.43,37.63,33.87,2022,18
684,13,RedBull,292.86,37.35,43.42,21.79,2023,3
685,8,McLaren,320.96,35.17,32.64,34.67,2024,5
686,7,AstonMartin,319.44,34.74,34.8,22.98,2025,4
687,19,Ferrari,284.22,35.53,33.0,28.96,2023,2
688,15,RedBull,327.37,34.48,38.47,31.69,2025,7
689,9,Mercedes,325.55,39.31,38.72,24.02,2025,12
690,9,Mercedes,280.06,27.07,34.38,24.93,2024,12
691,4,Ferrari,288.94,39.3,41.35,34.44,2023,7
692,3,Mercedes,323.21,39.71,32.99,25.02,2025,24
693,15,RedBull,325.49,25.34,44.89,23.81,2025,1
694,17,Ferrari,291.84,32.65,31.22,34.49,2024,9
695,11,Williams,289.9,31.35,43.55,32.04,2024,17
696,11,Williams,311.47,27.6,42.01,21.12,2024,11
697,1,RedBull,313.6,34.5,36.21,24.37,2023,21
698,12,RedBull,340.46,26.11,35.6,22.3,2025,15
699,10,AstonMartin,328.87,28.78,44.48,21.16,2024,21
700,11,Williams,301.33,34.35,42.74,30.42,2022,9
701,6,Ferrari,298.42,26.17,42.14,27.69,2022,7
702,15,RedBull,286.63,37.63,35.75,20.84,2024,20
703,6,Ferrari,292.06,39.49,41.52,20.05,2024,21
704,2,Alpine,331.16,32.17,42.11,20.25,2024,6
705,3,Mercedes,306.69,27.43,40.33,24.89,2025,4
706,10,AstonMartin,312.52,39.94,31.82,21.37,2025,20
707,3,Mercedes,321.48,27.45,33.99,32.42,2023,4
708,16,AlphaTauri,284.34,33.17,42.54,25.44,2024,22
709,13,RedBull,329.45,25.01,44.02,24.27,2025,18
710,9,Mercedes,304.15,29.9,33.95,29.8,2022,11
711,17,Ferrari,334.45,32.31,39.38,32.5,2025,7
712,11,Williams,308.14,29.56,38.64,33.08,2023,18
713,3,Mercedes,322.65,39.7,39.27,31.81,2024,23
714,3,Mercedes,340.17,35.15,35.67,22.07,2023,5
715,16,AlphaTauri,296.19,27.11,34.77,21.95,2024,20
716,20,Mercedes,314.9,31.93,43.8,25.02,2024,23
717,13,RedBull,340.01,34.77,40.03,23.73,2024,10
718,13,RedBull,344.94,26.56,38.5,29.84,2025,11
719,1,RedBull,319.92,35.85,42.72,23.02,2025,1
720,3,Mercedes,312.9,31.11,31.21,31.71,2022,19
721,10,AstonMartin,318.0,35.34,33.71,31.5,2022,2
722,4,Ferrari,297.09,25.28,42.27,21.42,2025,4
723,7,AstonMartin,295.82,33.02,37.83,34.06,2023,1
724,6,Ferrari,312.21,27.95,37.74,27.15,2022,1
725,6,Ferrari,308.59,34.17,39.15,21.9,2025,19
726,13,RedBull,303.67,39.22,37.65,25.82,2023,6
727,5,Ferrari,341.06,26.92,33.34,28.87,2024,5
728,13,RedBull,283.32,29.64,38.69,33.54,2022,2
729,7,AstonMartin,325.88,30.98,39.53,20.41,2023,6
730,18,Alpine,313.5,31.02,44.41,31.46,2023,7
731,12,RedBull,300.53,38.95,39.76,21.04,2024,18
732,10,AstonMartin,288.65,32.06,37.08,21.55,2023,18
733,11,Williams,280.45,35.37,34.62,25.29,2025,21
734,2,Alpine,311.18,31.86,37.58,33.9,2022,24
735,1,RedBull,296.57,30.04,34.28,24.19,2023,7
736,11,Williams,331.87,31.16,40.85,32.76,2023,6
737,9,Mercedes,335.69,29.24,33.6,34.3,2022,4
738,19,Ferrari,332.16,26.19,41.5,30.3,2025,15
739,19,Ferrari,330.49,35.81,34.71,29.8,2023,11
740,19,Ferrari,280.74,36.59,39.55,20.75,2022,23
741,11,Williams,286.84,31.44,36.6,21.27,2025,14
742,3,Mercedes,315.03,29.67,43.43,29.16,2022,3
743,2,Alpine,328.93,32.81,34.69,30.81,2023,7
744,9,Mercedes,313.43,25.21,30.81,26.41,2024,2
745,14,Ferrari,304.61,33.05,43.06,30.45,2022,17
746,4,Ferrari,339.67,38.51,44.84,26.39,2024,13
747,10,AstonMartin,324.09,26.75,34.4,20.8,2024,7
748,9,Mercedes,286.55,34.14,36.43,32.69,2022,11
749,14,Ferrari,299.27,27.12,30.31,29.92,2024,19
750,2,Alpine,337.4,36.21,39.27,25.43,2023,11
751,17,Ferrari,290.68,30.68,42.46,20.5,2023,7
752,15,RedBull,330.7,27.57,38.73,23.76,2023,6
753,14,Ferrari,295.64,29.16,30.72,25.58,2025,7
754,16,AlphaTauri,311.66,28.33,32.32,32.21,2022,4
755,10,AstonMartin,305.52,38.41,38.64,23.0,2023,12
756,4,Ferrari,310.67,25.09,32.07,25.18,2025,3
757,20,Mercedes,304.08,37.38,43.19,23.45,2025,6
758,15,RedBull,312.4,35.97,41.6,30.42,2022,9
759,4,Ferrari,326.66,30.79,39.03,30.45,2024,6
760,10,AstonMartin,323.19,31.57,33.93,27.76,2022,21
761,16,AlphaTauri,302.76,25.61,44.51,23.71,2023,18
762,14,Ferrari,327.8,32.85,35.72,27.28,2022,17
763,15,RedBull,319.35,27.35,37.35,32.05,2024,19
764,16,AlphaTauri,301.78,37.01,33.53,29.55,2022,17
765,15,RedBull,287.09,29.67,32.47,22.17,2025,15
766,15,RedBull,308.03,39.79,42.43,34.29,2024,17
767,2,Alpine,282.6,37.33,42.22,32.24,2022,4
768,8,McLaren,302.95,35.53,36.12,20.22,2024,10
769,9,Mercedes,307.07,33.27,35.89,33.96,2024,13
770,15,RedBull,313.66,37.22,35.15,29.03,2022,5
771,11,Williams,302.72,36.52,39.51,22.56,2023,24
772,4,Ferrari,313.84,28.31,32.89,26.82,2022,14
773,1,RedBull,300.45,36.66,30.78,26.45,2022,4
774,14,Ferrari,333.47,31.44,34.48,32.0,2025,13
775,20,Mercedes,297.8,25.28,40.51,20.92,2025,5
776,8,McLaren,308.9,25.64,30.7,28.21,2022,7
777,17,Ferrari,333.07,32.92,41.33,33.21,2022,11
778,10,AstonMartin,326.19,39.99,43.04,30.69,2024,13
779,5,Ferrari,341.97,25.26,35.61,33.06,2023,8
780,14,Ferrari,283.92,32.58,42.0,20.5,2024,13
781,19,Ferrari,342.24,33.83,33.0,26.19,2023,11
782,9,Mercedes,322.6,30.4,43.64,26.49,2025,11
783,15,RedBull,318.62,26.86,44.89,25.67,2023,1
784,8,McLaren,335.53,31.35,40.78,27.71,2023,10
785,12,RedBull,312.33,30.25,36.77,23.21,2022,20
786,18,Alpine,327.93,32.58,37.62,32.2,2025,18
787,9,Mercedes,288.0,29.22,34.56,32.47,2022,24
788,5,Ferrari,341.78,32.87,38.88,21.65,2024,11
789,7,AstonMartin,325.25,37.49,44.09,34.6,2023,6
790,10,AstonMartin,323.16,39.2,40.61,28.42,2023,19
791,7,AstonMartin,313.29,26.05,37.26,24.85,2023,14
792,3,Mercedes,323.02,32.75,30.34,25.34,2025,20
793,18,Alpine,290.26,25.17,37.16,26.63,2025,21
794,7,AstonMartin,314.59,38.23,44.77,21.33,2025,11
795,10,AstonMartin,298.4,38.43,31.52,25.06,2024,13
796,10,AstonMartin,344.3,30.17,35.98,30.3,2024,12
797,13,RedBull,319.39,37.76,39.32,22.38,2025,16
798,16,AlphaTauri,325.65,26.2,31.11,31.68,2023,15
799,19,Ferrari,334.06,28.05,44.54,33.23,2023,1
800,9,Mercedes,335.03,35.29,44.54,27.18,2025,17
801,2,Alpine,307.58,32.45,38.77,24.82,2025,15
802,20,Mercedes,335.7,38.89,34.4,28.45,2024,6
803,18,Alpine,290.25,34.46,40.02,24.52,2025,18
804,6,Ferrari,307.29,39.21,34.32,22.38,2023,15
805,10,AstonMartin,332.27,25.95,40.2,33.05,2023,11
806,3,Mercedes,281.11,29.2,35.97,20.49,2022,17
807,16,AlphaTauri,285.2,30.37,39.78,24.5,2022,11
808,9,Mercedes,327.06,28.49,39.39,27.44,2025,22
809,6,Ferrari,322.43,30.89,38.51,23.11,2025,18
810,8,McLaren,286.82,34.33,37.4,21.52,2024,15
811,12,RedBull,280.99,34.41,33.6,27.78,2025,18
812,8,McLaren,285.79,38.55,39.96,32.95,2022,24
813,11,Williams,307.1,37.88,39.7,24.76,2024,4
814,5,Ferrari,288.76,28.32,43.41,32.26,2022,19
815,6,Ferrari,303.84,28.52,30.71,27.81,2025,22
816,6,Ferrari,294.66,25.66,30.64,29.17,2024,6
817,12,RedBull,282.37,33.78,42.08,25.47,2025,10
818,10,AstonMartin,329.93,27.74,36.63,26.36,2022,9
819,4,Ferrari,313.06,26.32,41.65,21.73,2022,8
820,1,RedBull,281.03,33.32,30.49,30.74,2025,24
821,6,Ferrari,315.22,34.62,37.56,25.85,2022,17
822,1,RedBull,285.1,25.58,34.46,29.14,2024,6
823,9,Mercedes,305.81,37.74,34.66,26.63,2023,12
824,16,AlphaTauri,301.67,39.61,32.53,27.37,2022,8
825,9,Mercedes,284.95,27.16,36.15,27.23,2024,21
826,17,Ferrari,308.75,35.52,42.6,29.61,2025,15
827,2,Alpine,304.75,27.99,39.92,27.65,2023,11
828,5,Ferrari,341.9,34.78,38.8,25.05,2022,9
829,12,RedBull,312.2,27.28,34.61,25.27,2024,10
830,11,Williams,328.84,32.89,39.13,30.67,2024,15
831,7,AstonMartin,322.46,32.58,44.15,26.16,2024,9
832,13,RedBull,291.89,28.45,34.29,31.07,2025,2
833,19,Ferrari,335.4,37.82,35.07,24.28,2023,4
834,8,McLaren,320.13,33.27,30.08,29.59,2023,18
835,10,AstonMartin,326.18,37.66,44.72,31.19,2025,1
836,4,Ferrari,302.91,30.64,43.72,27.0,2023,19
837,15,RedBull,282.93,37.87,37.43,34.6,2025,19
838,9,Mercedes,308.41,29.69,42.94,32.64,2023,13
839,6,Ferrari,316.3,33.88,37.13,20.04,2024,11
840,2,Alpine,284.59,39.42,42.57,26.96,2025,3
841,16,AlphaTauri,344.88,38.03,44.66,27.38,2022,20
842,12,RedBull,342.79,39.98,30.01,30.49,2024,14
843,16,AlphaTauri,294.79,32.69,32.37,26.83,2022,3
844,1,RedBull,281.75,33.05,37.11,24.06,2024,24
845,6,Ferrari,333.64,32.61,41.65,24.84,2024,23
846,15,RedBull,282.69,26.19,33.09,20.32,2022,20
847,1,RedBull,309.93,38.12,43.09,32.39,2025,24
848,14,Ferrari,311.91,32.51,39.46,23.45,2025,22
849,16,AlphaTauri,296.35,33.99,41.83,22.03,2022,13
850,14,Ferrari,339.94,28.03,34.25,23.07,2022,11
851,13,RedBull,334.36,27.58,44.31,30.72,2023,7
852,11,Williams,339.26,32.17,35.86,29.32,2022,10
853,14,Ferrari,304.7,28.77,43.81,24.49,2024,3
854,18,Alpine,313.92,29.37,43.43,23.2,2024,19
855,1,RedBull,291.65,33.43,40.32,27.65,2023,21
856,1,RedBull,308.13,26.98,41.05,21.07,2024,4
857,16,AlphaTauri,281.33,33.23,37.68,23.23,2025,1
858,6,Ferrari,306.74,26.0,42.84,21.17,2024,8
859,15,RedBull,338.16,38.42,33.94,28.3,2023,5
860,2,Alpine,285.91,31.18,42.81,24.26,2023,22
861,17,Ferrari,311.81,37.42,31.8,26.73,2024,15
862,10,AstonMartin,329.53,38.38,30.68,29.06,2023,9
863,9,Mercedes,333.42,28.21,37.72,29.66,2023,11
864,11,Williams,306.68,27.04,40.94,23.2,2025,9
865,20,Mercedes,295.64,38.84,40.36,32.21,2025,23
866,10,AstonMartin,327.73,34.39,31.85,30.39,2024,8
867,16,AlphaTauri,282.08,29.45,31.11,26.41,2023,23
868,5,Ferrari,303.28,28.83,40.02,24.6,2025,2
869,19,Ferrari,284.06,31.42,33.64,23.33,2022,6
870,7,AstonMartin,344.94,28.13,32.41,27.35,2025,19
871,16,AlphaTauri,338.8,34.5,42.25,34.38,2025,3
872,12,RedBull,321.82,28.18,44.86,24.61,2023,10
873,13,RedBull,313.36,34.02,34.0,33.23,2025,9
874,13,RedBull,338.67,25.73,31.14,22.48,2025,5
875,9,Mercedes,304.72,29.96,38.89,33.4,2022,18
876,1,RedBull,332.27,34.83,32.94,24.95,2024,19
877,10,AstonMartin,324.93,39.33,38.04,30.54,2024,10
878,12,RedBull,335.41,30.03,40.27,30.48,2022,8
879,16,AlphaTauri,284.93,33.76,33.22,27.51,2025,12
880,2,Alpine,327.64,33.88,42.7,20.89,2022,4
881,6,Ferrari,293.92,25.28,35.59,25.03,2022,22
882,19,Ferrari,344.6,34.48,40.16,30.04,2022,24
883,7,AstonMartin,329.05,39.97,30.69,20.99,2023,22
884,12,RedBull,284.8,35.19,36.29,30.92,2024,5
885,14,Ferrari,284.51,39.68,36.64,28.25,2022,15
886,15,RedBull,313.78,26.18,36.91,32.45,2024,15
887,18,Alpine,317.95,30.37,40.87,22.16,2024,9
888,15,RedBull,304.73,34.7,42.2,33.41,2023,24
889,16,AlphaTauri,297.18,33.87,34.4,28.7,2023,10
890,16,AlphaTauri,290.1,36.54,32.43,28.87,2024,8
891,6,Ferrari,287.93,27.07,40.95,29.84,2025,15
892,1,RedBull,297.82,32.96,32.61,20.93,2024,5
893,10,AstonMartin,291.65,35.87,40.22,20.13,2022,7
894,10,AstonMartin,327.42,29.15,36.12,34.74,2025,22
895,3,Mercedes,316.69,27.9,41.57,24.67,2023,15
896,4,Ferrari,342.28,27.36,31.09,26.29,2025,20
897,20,Mercedes,344.02,25.37,41.06,26.48,2022,3
898,13,RedBull,321.09,39.23,40.27,22.98,2025,3
899,8,McLaren,308.37,39.66,43.26,24.71,2025,24
900,12,RedBull,338.23,34.95,40.04,24.6,2025,23
901,19,Ferrari,287.25,31.68,39.41,31.56,2022,17
902,8,McLaren,309.92,37.48,39.14,30.11,2024,18
903,9,Mercedes,328.07,34.82,35.25,23.45,2022,8
904,10,AstonMartin,321.64,32.72,30.17,32.69,2023,21
905,15,RedBull,309.41,31.59,34.13,20.46,2025,2
906,5,Ferrari,311.17,28.55,43.38,22.05,2023,9
