lap_id,driver_id,team,speed,sector_1,sector_2,sector_3,season,round
340,17,Mercedes,320.71,30.43,35.9,24.35,2025,2
343,19,McLaren,337.98,28.26,39.33,32.3,2025,8
345,20,Williams,319.42,37.94,34.81,26.42,2025,20
346,3,RedBull,306.24,26.74,32.99,33.33,2025,23
351,5,RedBull,309.55,34.98,31.22,24.15,2025,19
352,4,Mercedes,289.87,27.58,38.75,21.59,2025,15
356,11,Alpine,286.2,33.01,35.78,22.79,2025,9
366,16,Alpine,284.64,29.24,33.79,33.87,2025,4
369,14,Alpine,303.42,27.15,41.29,28.5,2025,18
376,10,McLaren,318.05,37.17,36.96,24.82,2025,22
377,8,McLaren,325.52,37.28,40.17,23.54,2025,6
380,2,Ferrari,317.88,31.95,32.04,33.69,2025,24
386,3,RedBull,282.38,38.22,39.51,28.33,2025,21
391,18,RedBull,290.67,25.74,42.94,27.61,2025,18
392,16,Alpine,341.55,37.23,41.8,22.33,2025,4
394,3,RedBull,305.71,28.49,36.32,24.51,2025,4
395,2,Ferrari,328.04,36.46,35.28,26.06,2025,8
396,13,Alpine,292.7,25.13,39.49,24.17,2025,21
405,17,Mercedes,333.97,37.72,32.48,20.82,2025,21
418,8,McLaren,322.4,32.63,43.61,27.43,2025,1
419,18,RedBull,337.12,35.76,31.23,25.69,2025,11
420,3,RedBull,307.62,32.3,33.1,20.46,2025,10
422,7,RedBull,330.81,29.1,36.22,23.9,2025,12
423,14,Alpine,325.26,28.7,44.43,20.42,2025,24
424,20,Williams,282.66,30.31,41.32,21.25,2025,12
425,8,McLaren,324.47,33.16,43.57,24.28,2025,20
426,16,Alpine,284.03,33.32,40.53,29.94,2025,20
429,1,AstonMartin,291.88,38.63,32.21,31.5,2025,8
431,6,Alpine,300.58,34.19,40.87,25.17,2025,11
441,4,Mercedes,280.24,31.18,34.32,34.04,2025,9
450,11,Alpine,288.92,27.87,34.46,20.43,2025,16
460,9,AstonMartin,294.17,34.4,32.47,28.46,2025,1
463,5,RedBull,285.83,26.19,31.97,22.29,2025,3
477,15,Mercedes,327.1,31.79,34.22,32.66,2025,17
478,9,AstonMartin,316.87,30.31,44.2,32.09,2025,5
482,12,McLaren,297.06,31.71,43.93,31.96,2025,15
489,11,Alpine,341.79,35.98,39.82,32.86,2025,8
493,1,AstonMartin,296.02,34.94,44.65,23.92,2025,17
495,20,Williams,294.12,27.38,35.88,22.31,2025,4
498,4,Mercedes,332.96,35.52,33.86,33.15,2025,12
499,18,RedBull,280.89,27.0,32.77,27.81,2025,21
